round,weight_category,fighter_a_country,fighter_a,score,method,fighter_b,fighter_b_country,winner,event_name,start_date,end_date
R16,Women -49kg,ESP,DIAZ ARRIBAS Violeta,0:2,PTF,LEE Yumin,KOR,LEE Yumin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,TPE,HUANG Ying Hsuan,0:2,PTF,CEREZO IGLESIAS Adriana,ESP,CEREZO IGLESIAS Adriana,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,CAN,KAFADAR Josipa,0:2,PTF,LEE Yumin,KOR,LEE Yumin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,BIH,MAKAS Dzejla,1:2,PTF,MEDVEDEVA Galina,RUS,MEDVEDEVA Galina,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,PHI,MANGIN Tachiana Keizha,1:2,PTF,BEKULOVA Milana,RUS,BEKULOVA Milana,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,JPN,OKAMOTO Ruka,1:2,PTF,ANGELOVA Alisa,RUS,ANGELOVA Alisa,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,GER,ATESLI Supharada,0:2,PTF,KUMARTAYEVA Aidana,KAZ,KUMARTAYEVA Aidana,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,HUN,SALIM Kamilah,2:0,PTF,OKAZAKI Hinata,JPN,SALIM Kamilah,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,CHN,FU Xiaolu,2:0,PTF,TOUZANI Farah,MAR,FU Xiaolu,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,POR,BARROSO Kiara,0:2,RSC,KIM Hyang-Gi,KOR,KIM Hyang-Gi,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,MEX,SOUZA Daniela Paola,1:2,PTF,KHATTAB Jana,EGY,KHATTAB Jana,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,ESP,DIAZ ARRIBAS Violeta,2:1,PTF,DAN (DANSHYNA) Oleksandra,ISR,DIAZ ARRIBAS Violeta,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,KAZ,AKHMEDOVA Nodira,0:2,PTF,FOFANA Mah Teninba,FRA,FOFANA Mah Teninba,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,BRA,SILVA NAZARIO Julia,2:0,PTF,BAYECH Rivka,ISR,SILVA NAZARIO Julia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,KOR,LEE Ye-Ji,1:2,PTF,BASSETT Jaycee,WT,BASSETT Jaycee,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -49kg,CHN,MA Jingyue,2:0,PTF,KRAJEWSKA Alicja,POL,MA Jingyue,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
F,Women -57kg,BRA,PACHECO Maria Clara,2:0,PTF,KIM Yu-Jin,KOR,PACHECO Maria Clara,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
SF,Women -57kg,BRA,PACHECO Maria Clara,2:0,PTF,DEHHAOUI Amina,MAR,PACHECO Maria Clara,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
SF,Women -57kg,CRO,KARABATIC Nika,1:2,PTF,KIM Yu-Jin,KOR,KIM Yu-Jin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -57kg,MAR,DEHHAOUI Amina,2:1,PTF,ZHANG Chuling,CHN,DEHHAOUI Amina,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -57kg,USA,DILLON Faith,0:2,PTF,KIM Yu-Jin,KOR,KIM Yu-Jin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -57kg,BRA,PACHECO Maria Clara,2:0,PTF,KHIRFAN Fadia,JOR,PACHECO Maria Clara,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -57kg,BIH,AVDAGIC Ada,1:2,PTF,KARABATIC Nika,CRO,KARABATIC Nika,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,MAR,DEHHAOUI Amina,2:0,PTF,KIYANICHANDEH Nahid,IRI,DEHHAOUI Amina,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,FRA,CARABIN Kanelya,0:2,PTF,ZHANG Chuling,CHN,ZHANG Chuling,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,BRA,PACHECO Maria Clara,2:0,PTF,SEVOSTYANOVA Mariya,KAZ,PACHECO Maria Clara,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,KOR,KIM Gahyeon,0:2,PTF,KIM Yu-Jin,KOR,KIM Yu-Jin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,USA,DILLON Faith,2:1,PTF,VITKO Yuliya,BLR,DILLON Faith,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,KOR,KIM Nanhee,0:2,PTF,AVDAGIC Ada,BIH,AVDAGIC Ada,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,CRO,KARABATIC Nika,2:0,PTF,LUO Zongshi,CHN,KARABATIC Nika,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -57kg,RUS,ZDOR Kseniia,0:2,PTF,KHIRFAN Fadia,JOR,KHIRFAN Fadia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,FRA,CARABIN Kanelya,2:0,PTF,RODRIGUEZ MARQUINA Laura,ESP,CARABIN Kanelya,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,GER,ASIMI Adiba,0:2,WDR,LUO Zongshi,CHN,LUO Zongshi,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,JPN,NISHIDA Mao,0:2,PTF,SEVOSTYANOVA Mariya,KAZ,SEVOSTYANOVA Mariya,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,CAN,BREWSTER Ella,1:2,PTF,KIM Nanhee,KOR,KIM Nanhee,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,POL,LISOWSKA Nikol,0:2,PTF,KIYANICHANDEH Nahid,IRI,KIYANICHANDEH Nahid,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,CAN,PARK Skylar,0:2,PTF,ZDOR Kseniia,RUS,ZDOR Kseniia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,TUN,TOUMI Chaima,0:2,PTF,KARABATIC Nika,CRO,KARABATIC Nika,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,KOR,KIM Gahyeon,2:0,PTF,EL BOUCHTI Oumaima,MAR,KIM Gahyeon,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,JPN,KATOH Yuzuho,1:2,PTF,VITKO Yuliya,BLR,VITKO Yuliya,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,ISR,VIGDOR Ariel,0:2,PTF,ZHANG Chuling,CHN,ZHANG Chuling,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,HUN,PATAKFALVY Luca,0:2,PTF,KHIRFAN Fadia,JOR,KHIRFAN Fadia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,MAR,DEHHAOUI Amina,2:0,PTF,BEN AOUN Ouhoud,TUN,DEHHAOUI Amina,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,ESP,ORTIZ BENITO Arlet,0:2,PTF,AVDAGIC Ada,BIH,AVDAGIC Ada,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -57kg,USA,DILLON Faith,2:1,PTF,MAKRYGIANNI Athina,GRE,DILLON Faith,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
F,Women -67kg,ESP,MORENO REYES Lena,1:2,PTF,XING Jiani,CHN,XING Jiani,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
SF,Women -67kg,CRO,MESTROVIC Dora,0:2,PTF,MORENO REYES Lena,ESP,MORENO REYES Lena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
SF,Women -67kg,KOR,KWAK Minju,0:2,PTF,XING Jiani,CHN,XING Jiani,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -67kg,JOR,ALRAWASHDEH Razan Mohammed,1:2,PTF,MESTROVIC Dora,CRO,MESTROVIC Dora,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -67kg,CHN,XING Jiani,2:0,PTF,WAFA Masghouni,TUN,XING Jiani,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -67kg,BRA,TITONELI Milena,0:2,PTF,KWAK Minju,KOR,KWAK Minju,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women -67kg,RUS,BANNOVA Anastasiia,0:2,PTF,MORENO REYES Lena,ESP,MORENO REYES Lena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,CIV,GBAGBI Ruth,1:2,PTF,KWAK Minju,KOR,KWAK Minju,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,BRA,TITONELI Milena,2:1,PTF,POLE Doris,CRO,TITONELI Milena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,RUS,BANNOVA Anastasiia,2:0,PTF,LEE Gaeun,KOR,BANNOVA Anastasiia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,ECU,MINA Mell,0:2,PTF,MESTROVIC Dora,CRO,MESTROVIC Dora,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,HUN,MARTON Viviana,1:2,PTF,ALRAWASHDEH Razan Mohammed,JOR,ALRAWASHDEH Razan Mohammed,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,GBR,POWELL Aaliyah,0:2,PTF,XING Jiani,CHN,XING Jiani,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,POL,NOWAK Julia,0:2,PTF,WAFA Masghouni,TUN,WAFA Masghouni,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women -67kg,CHN,SONG Jie,0:2,PTF,MORENO REYES Lena,ESP,MORENO REYES Lena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,KOR,HONG Hyo Rim,0:2,PTF,POLE Doris,CRO,POLE Doris,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,MEX,SOLTERO Leslie,0:2,PTF,MORENO REYES Lena,ESP,MORENO REYES Lena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,GER,KOERNDL Vanessa,1:2,PTF,XING Jiani,CHN,XING Jiani,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,KOR,LEE Gaeun,2:0,PTF,SZPAK Julia,POL,LEE Gaeun,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,CHI,GALLARDO Claudia,0:2,PTF,MESTROVIC Dora,CRO,MESTROVIC Dora,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,CAN,ANDRIC Leonarda,0:2,PTF,NOWAK Julia,POL,NOWAK Julia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,RUS,KHUZINA Liliia,0:2,PTF,BANNOVA Anastasiia,RUS,BANNOVA Anastasiia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,BRA,TITONELI Milena,2:1,PTF,FATIMA-ZAHRA Ennams,MAR,TITONELI Milena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,MLI,DIAKITE Bintou,0:2,PTF,WAFA Masghouni,TUN,WAFA Masghouni,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,EGY,SHEHATA Aya,0:2,PTF,POWELL Aaliyah,GBR,POWELL Aaliyah,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,ECU,MINA Mell,2:0,PTF,KANOUTE Iman,MLI,MINA Mell,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,TPE,CHANG Jui-En,0:2,PTF,KWAK Minju,KOR,KWAK Minju,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,CZE,STOLBOVA Petra,0:1,WDR,GBAGBI Ruth,CIV,GBAGBI Ruth,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,GRE,MARENTAKI Styliani,0:2,PTF,ALRAWASHDEH Razan Mohammed,JOR,ALRAWASHDEH Razan Mohammed,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women -67kg,CHN,SONG Jie,2:0,PTF,MEHNANA Ines,FRA,SONG Jie,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
F,Women +67kg,RUS,KOSMYCHEVA Anastasiia,1:2,PTF,SONG da Bin,KOR,SONG da Bin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
SF,Women +67kg,CIV,OSSIN Kimi Laurene,0:1,WDR,SONG da Bin,KOR,SONG da Bin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
SF,Women +67kg,BEL,CHAARI Sarah,0:2,PTF,KOSMYCHEVA Anastasiia,RUS,KOSMYCHEVA Anastasiia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women +67kg,BEL,CHAARI Sarah,2:0,PTF,WILLIAMS Lauren,GBR,CHAARI Sarah,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women +67kg,CIV,OSSIN Kimi Laurene,2:0,PTF,MU Wenzhe,CHN,OSSIN Kimi Laurene,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women +67kg,CRO,MATIC Magdalena,0:2,PTF,SONG da Bin,KOR,SONG da Bin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
QF,Women +67kg,POL,HAREMZA Dagmara,0:2,PTF,KOSMYCHEVA Anastasiia,RUS,KOSMYCHEVA Anastasiia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,CIV,OSSIN Kimi Laurene,2:0,PTF,SHVEDKOVA Polina,RUS,OSSIN Kimi Laurene,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,BRA,PEREIRA Raiany,0:2,PTF,KOSMYCHEVA Anastasiia,RUS,KOSMYCHEVA Anastasiia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,POL,HAREMZA Dagmara,2:1,PTF,BATHILY Astan Katherine Feghe,CIV,HAREMZA Dagmara,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,BEL,CHAARI Sarah,2:1,PTF,ABO-ALRUB Rama,JOR,CHAARI Sarah,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,ESP,CASTINEIRA ETCHEVERRIA Tania,0:2,PTF,MU Wenzhe,CHN,MU Wenzhe,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,EGY,SAMY ELHOSSEINY Malak,1:2,PTF,WILLIAMS Lauren,GBR,WILLIAMS Lauren,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,CRO,MATIC Magdalena,2:1,PTF,WEEKES Crystal,PUR,MATIC Magdalena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R16,Women +67kg,KOR,SONG da Bin,2:1,PTF,MARTON Luana,HUN,SONG da Bin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,GRE,KITSIOU Agoritsa Artemia,1:2,PTF,PEREIRA Raiany,BRA,PEREIRA Raiany,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,GBR,MACKAY Ruby,0:2,PTF,SHVEDKOVA Polina,RUS,SHVEDKOVA Polina,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,CRO,MATIC Magdalena,2:0,PTF,ADEBAIO Kristina,RUS,MATIC Magdalena,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,KSA,SABER Dunya Bushuaib A,1:2,PTF,WILLIAMS Lauren,GBR,WILLIAMS Lauren,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,ESP,CASTINEIRA ETCHEVERRIA Tania,2:1,PTF,MASTELIC Mila,CRO,CASTINEIRA ETCHEVERRIA Tania,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,CIV,BATHILY Astan Katherine Feghe,2:1,PTF,ALADE Naomi,USA,BATHILY Astan Katherine Feghe,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,JOR,ABO-ALRUB Rama,2:1,PTF,ZHOU Zeqi,CHN,ABO-ALRUB Rama,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,KOR,OH Seungju,0:2,PTF,SAMY ELHOSSEINY Malak,EGY,SAMY ELHOSSEINY Malak,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,CZE,JUHASZOVA Iveta,0:2,PTF,MU Wenzhe,CHN,MU Wenzhe,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,KOR,SONG da Bin,2:1,PTF,BRANDL Lorena,GER,SONG da Bin,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,FRA,AVOULETTE Solene,1:2,PTF,KOSMYCHEVA Anastasiia,RUS,KOSMYCHEVA Anastasiia,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,PUR,WEEKES Crystal,2:0,PTF,MORAN ROMERO Belen,ESP,WEEKES Crystal,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
R32,Women +67kg,POL,HAREMZA Dagmara,2:0,PTF,FOUNTAIN Rachel,CAN,HAREMZA Dagmara,Muju Taekwondowon 2026 World Taekwondo Grand Prix Series,2026-09-05,2026-09-07
F,Women -46kg,MAR,TOUZANI Farah,2:1,PTF,WANG Shiyi,CHN,TOUZANI Farah,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
SF,Women -46kg,CHN,WANG Shiyi,2:1,PTF,DIAZ ARRIBAS Violeta,ESP,WANG Shiyi,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
SF,Women -46kg,MAR,TOUZANI Farah,2:1,PTF,YE Xiaoting,CHN,TOUZANI Farah,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
QF,Women -46kg,CHN,YE Xiaoting,2:1,PTF,KARIMI RAHJERDI Sayna,IRI,YE Xiaoting,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
QF,Women -46kg,RUS,BEKULOVA Milana,0:2,PTF,TOUZANI Farah,MAR,TOUZANI Farah,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
QF,Women -46kg,RUS,EREMINA Viktoriya,0:2,PTF,DIAZ ARRIBAS Violeta,ESP,DIAZ ARRIBAS Violeta,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
QF,Women -46kg,CHN,WANG Shiyi,2:0,PTF,LEE Yumin,KOR,WANG Shiyi,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,RUS,BEKULOVA Milana,2:1,PTF,GOGEBAKAN Emine,TUR,BEKULOVA Milana,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,HUN,SALIM Kamilah,0:2,PTF,WANG Shiyi,CHN,WANG Shiyi,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,TPE,HUANG Ying Hsuan,1:2,PTF,EREMINA Viktoriya,RUS,EREMINA Viktoriya,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,MAR,TOUZANI Farah,2:0,PTF,MAKAS Dzejla,BIH,TOUZANI Farah,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,CHN,YE Xiaoting,2:1,PTF,PEEVA Deya,BUL,YE Xiaoting,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,GRE,GEORGIOU Melina,0:2,PTF,LEE Yumin,KOR,LEE Yumin,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,ESP,DIAZ ARRIBAS Violeta,2:0,PTF,STURARI Alessia,ITA,DIAZ ARRIBAS Violeta,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R16,Women -46kg,IRI,KARIMI RAHJERDI Sayna,2:0,PTF,OKAZAKI Hinata,JPN,KARIMI RAHJERDI Sayna,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,MAR,TOUZANI Farah,2:0,PTF,KUMARTAYEVA Aidana,KAZ,TOUZANI Farah,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,KOR,LEE Yumin,2:0,PTF,LAHOOD Juliet,AUS,LEE Yumin,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,ESP,DIAZ ARRIBAS Violeta,2:0,PTF,LAU Tsz wan,HKG,DIAZ ARRIBAS Violeta,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,TPE,HUANG Ying Hsuan,2:1,PTF,LIU Huiting,CHN,HUANG Ying Hsuan,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,CHN,YE Xiaoting,2:0,PTF,SULTANGALIYEVA Zhanel,KAZ,YE Xiaoting,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,TUR,GOGEBAKAN Emine,2:0,PTF,TOMITA Chisaki,JPN,GOGEBAKAN Emine,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,EGY,ALI RABIA ABD ELAZIZ Hanin,0:2,PTF,STURARI Alessia,ITA,STURARI Alessia,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,IRI,KARIMI RAHJERDI Sayna,2:0,PTF,MA Sum yi,HKG,KARIMI RAHJERDI Sayna,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,RUS,EREMINA Viktoriya,2:0,PTF,BAYECH Rivka,ISR,EREMINA Viktoriya,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,RUS,BEKULOVA Milana,2:0,PTF,ZHAO Yueyannan,CHN,BEKULOVA Milana,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,CHN,WANG Shiyi,2:0,PTF,SARZA Clarence,PHI,WANG Shiyi,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,GRE,GEORGIOU Melina,2:1,PTF,CHOI Etta,GBR,GEORGIOU Melina,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,RUS,PAVLOVA Ekaterina,0:2,PTF,OKAZAKI Hinata,JPN,OKAZAKI Hinata,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,BUL,PEEVA Deya,2:1,PTF,SHIN Su-in,KOR,PEEVA Deya,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,JPN,SUZUKI Koharu,0:2,PTF,MAKAS Dzejla,BIH,MAKAS Dzejla,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R32,Women -46kg,HUN,SALIM Kamilah,2:0,PTF,SHONIYOZOVA Madina,UZB,SALIM Kamilah,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
R64,Women -46kg,CHN,LIU Huiting,2:0,PTF,PAVLOVA Mariia,RUS,LIU Huiting,Taiyuan 2026 World Taekwondo Women’s Open Championships,2026-08-28,2026-08-30
